,Ticker,Model,MSE,RMSE,MAPE,MBE,MAE,R2
0,^GSPC,Linear Regression,0.00024112857567916342,0.015528315287859255,0.06789166947516116,-0.0013524367951759713,0.011262196111213119,0.9959786960959868
1,NKE,Linear Regression,0.00024018632984414246,0.015497945987908929,0.16349604204834464,-0.0036133111840438124,0.011487118332573529,0.9981965272477399
2,TSLA,Linear Regression,0.0010166398185158724,0.03188478976747177,0.2960155211401183,0.0014013667620157613,0.025254976706705623,0.9973615899573415
3,MSFT,Linear Regression,0.0002768232323040343,0.016638005658853296,0.1453896757585731,-0.0015931160004555329,0.012846163966888226,0.9962161760016199
4,AMZN,Linear Regression,0.00034616511560585497,0.018605513043338927,0.20222385945237545,-0.0019234762823581648,0.014272638921037311,0.9983624057113024
5,TEVA,Linear Regression,0.00015266954230230964,0.012355951695531577,0.342364129046237,-0.0009745377295629523,0.009292403215312996,0.9914652958906419
6,AAPL,Linear Regression,0.00021872874111153503,0.014789480758685716,0.15574675546335884,-8.10718555685107e-05,0.01173591814709493,0.9945795694942929
